lat,long,address
60.09556580,22.420746,"Verkviksvägen 161, 25870 Kimitoön, Finland"
50.88266754,4.471967,"Stationsstraat 46-56, 1930 Zaventem, Belgia"
54.49361038,9.076667,"Otto-Hahn-Straße 3, 25813 Husum, Germany"
52.21320343,5.171705,"Cameliastraat 9-11, 1214 EZ Hilversum, Holandia"
64.07704163,-21.944914,"Helluhraun, Hafnarfjörður, Islande"
45.39272308,11.387163,"Via Bonioli, 68, 36045 Lonigo Vicenza, Italy"
56.98548889,23.468525,"Malienas iela 16, Ķemeru nacionālais parks, Lapmežciems, Lapmežciema pagasts, LV-3118, Latvia"
54.86057663,24.108391,"J. Biliūno gatvė, Šlienava 53121, Lithuania"
52.43640137,15.586030,"Konstytucji 3 Maja 61, 66-300 Międzyrzecz, Poland"
46.06224442,7.010334,"Route de la Forclaz, 1921 Martigny-Combe, İsviçre"
13.70132065,105.330437,"Unnamed Road, Cambodia"
59.55902481,15.591151,"859, 710 41 Fellingsbro, Sweden"
68.47917938,28.450447,"91 4496-4506, 99800 Inari, Finland"
59.37362289,24.808846,"Algi tee 2, Järveküla, 75304 Comté de Harju, Estonie"
46.84022141,24.734928,"DC163, Roumanie"
-39.63227081,-66.492424,"RP62, Río Negro, Argentina"
-34.65958786,116.704117,"Thomson Rd, North Walpole WA 6398, Australia"
19.81922913,-100.025620,"México 5, State of Mexico, Mexico"
-23.21986008,20.263062,"Unnamed Road, Botswana"
46.40883636,16.690796,"E71, 40320, Hodošan, Croatia"
37.90609360,-88.305336,"22301-22999 Illinois 1, Omaha, Illinois 62871, Stati Uniti"
53.48305511,-2.389923,"M62, Worsley, Manchester, Greater Manchester M30 8JW, UK"
49.97592545,5.493299,"Rue du Centre, 6800 Libramont-Chevigny, Belgium"
55.62582016,12.492844,"Søliljevej 28, 2650 Hvidovre, Denmark"
-27.26935196,31.799437,"MR11, Suazi"
29.27852058,-13.488502,"Unnamed Road, 35540 Teguise, Las Palmas, Spain"
50.47336960,30.480471,"Tropinina street, 9, Kyyiv, Kyiv city, Ukraine"
-41.26000214,174.057709,"193 Port Underwood Road, Waikawa 7281, Nowa Zelandia"
49.22234344,21.372637,"545018, 086 21 Nižná Voľa, Slovakia"
14.83224583,104.304497,"Unnamed Road, Tambon Non Pun, Amphoe Phrai Bueng, Chang Wat Si Sa Ket 33180, Thaïlande"
5.60519791,-75.813705,"Jardín - Tamesis, Jardín, Antioquia, Colombia"
-25.50645065,27.316603,"R510, South Africa"
27.36482811,89.912323,"Wangdue - Tsirang Hwy, Bhutan"
46.06489563,14.575848,"Jarše, Slovenia"
47.40807724,21.784389,"Monostorpályi, Bajcsy-Zsilinszky u. 64, 4275 Hungary"
49.38223267,17.445875,"Říkovice 138, 751 18 Říkovice, Czech Republic"
49.51641083,0.800910,"304 Route de Saint-Wandrille, 76480 Sainte-Marguerite-sur-Duclair, France"
2.89084411,101.927063,"17, N34, Kampung Solok, 71750 Mantin, Negeri Sembilan, Malaysia"
52.57576370,-9.252982,"Unnamed Road, Co. Limerick, Ireland"
1.37254596,103.856163,"529 Ang Mo Kio Ave 10, Singapur 560529"
42.93804550,23.982019,"3, Osikovitsa, Bulgaria"
-14.94133759,-41.675598,"BA-263, Piripá - BA, 46270-000, Brazil"
49.55051804,15.764331,"35211, 582 22 Olešenka, Czech Republic"
2.38653302,-60.823891,"Unnamed Road, Cantá - RR, 69390-000, Brazil"
50.45706940,34.944611,"Unnamed Road, Trostianets', Sums'ka oblast, Ukraine, 42602"
23.08135796,89.862732,"Tekerhat - Gopalganj Rd, بنگلادش"
56.88373184,21.201159,"Dzintaru iela 97-99, Pāvilosta, Pāvilostas pilsēta, LV-3466, Latvia"
40.41070938,-7.926760,"N337, 3405, Portugal"
4.97718000,-73.745979,"Unnamed Road, Sesquilé, Cundinamarca, Colombia"
-34.02083588,117.297836,"Tambellup W Rd, Lumeah WA 6395, Australia"
43.12722015,23.858543,"103, 3130 Roman, Bulgaria"
-34.24911880,21.377117,"R305, South Africa"
10.91858673,105.053642,"Unnamed Road, Kambodja"
57.95368958,27.619539,"Metsa 14, Lobotka, 64012 Comté de Põlva, Estonie"
28.78851509,-17.772528,"Camino Bermúdez, 35, 38729, Santa Cruz de Tenerife, Spain"
46.59733582,18.816900,"7030 Paks, 6233, Hongrie"
-40.73980331,-71.890671,"Paso Int Cardenal Samoré, Neuquén, Argentyna"
16.05110359,102.537270,"Unnamed Road, Tambon Non Payom, Amphoe Chonnabot, Chang Wat Khon Kaen 40180, Thailand"
-41.98517990,-72.562820,"Carr Austral, Hualaihué, X Región, Chile"
51.31286621,10.569018,"Holzthalebener Str. 15, 99996 Menteroda, Germany"
44.82891083,-94.336288,"14530-15170 Page Ave, Hutchinson, MN 55350美國"
43.59190750,16.627007,"E65, 21204, Dugopolje, Croatia"
48.50874329,18.098095,"1706, 956 11 Ludanice, Slovakia"
50.45478439,4.188063,"Place Adolphe Caffet 12, 7100 La Louvière, Belgium"
45.15309143,24.055269,"DJ646, Văratici, Romania"
62.47247314,14.215212,"315, 840 32 Klövsjö, Sweden"
45.55762100,5.966814,"411-437 Rue de l'Église, 73490 La Ravoire, France"
52.07514954,6.299988,"De Horst 3, 7251 PR Vorden, Pays-Bas"
37.33551025,23.134764,"Unnamed Road, Ververouda 213 00, Greece"
-36.99605560,174.900574,"7-9 Sesame Grove, Goodwood Heights, Auckland 2105, New Zealand"
46.52760696,15.697717,"E59, 2000 Maribor, Słowenia"
32.83560944,35.054611,"Sderot HaNassi Truman, Hajfa, Izrael"
60.24283981,25.016788,"Gamla Helsingevägen 2, 00700 Helsinki, Finland"
55.32791901,12.102246,"Østerskovvej 39, 4682 Tureby, Denmark"
-26.27095795,31.074333,"MR3, Swaziland"
53.91268539,14.239621,"72-600, Poland"
23.97614479,120.586800,"No. 266-282, Lane 332, Section 1, Fuzhen Rd, Yuanlin City, Changhua County, Taiwan 510"
47.05262375,7.481601,"Jegenstorfstrasse 6, 3303 Zuzwil, Switzerland"
55.63150406,23.753469,"3414, Bejsagoła 82296, Litwa"
40.35861206,16.304693,"Contrada Calvera, 75018 Stigliano MT, Italy"
53.19028473,-1.282139,"39 Park Avenue, Glapwell, Chesterfield, Derbyshire S44 5PZ, UK"
15.78109169,-96.076767,"Unnamed Road, Garita, Oax., Mexico"
-17.85629654,25.227856,"A33, Botswana"
52.63105011,-8.354122,"Unnamed Road, Co. Limerick, Ireland"
6.96452904,-75.370262,"Unnamed Road, Yarumal, Antioquia, Colombia"
-23.38518906,27.534422,"R510, South Africa"
41.45883179,24.315664,"Unnamed Road, Drama 661 00, Greece"
20.10120773,-98.834358,"25 de julio, 42110 Hidalgo, Mexico"
32.95507431,35.211445,"8533, Yarka, Israel"
48.00222778,18.158297,"Krátka, 940 02 Nové Zámky, Slovakia"
56.43543243,26.791801,"P58, Stabulnieku pagasts, LV-5333, Latvia"
61.76846695,11.459456,"Rv217 1230, 2485 Rendalen, Norway"
-26.37922287,31.955282,"MR7, Swaziland"
45.50388718,15.526557,"Ulica Mirka Seljana 43, 47000, Károlyváros, Horvátország"
63.48694229,-18.537205,"Þjóðvegur, Iceland"
49.69429779,16.757010,"3718, 569 43 Bezděčí u Trnávky, Czech Republic"
67.13632202,24.069283,"Lohinivantie 43, 95800 Kolari, Finland"
-34.46792603,148.659805,"Boorowa Harden Road, Boorowa Nowa Południowa Walia 2586, Australia"
47.58330917,5.056040,"D120, 21120 Marey-sur-Tille, France"
51.80740738,19.536352,"Opolska 75, Łódź, Polonia"
56.06913376,21.065033,"Kuršių tak., Palanga 00316, Lithuania"
-11.99104309,-41.234436,"BA-046, Bonito - BA, 46820-000, Brazil"
46.20504761,6.162056,"Rue Sillem 3, 1207 Geneva, Switzerland"
-18.83129501,25.601471,"A33, Botswana"
46.02305222,23.118357,"DJ705, Balşa, Rumunia"
54.42661285,12.471338,"Unnamed Road, 18375 Born, Germany"
50.61456299,27.265978,"E40, Zhytomyrs'ka oblast, Ukraine"
37.51457214,126.863319,"South Korea, Seoul, Sinjeong-dong, 1302 목동13단지아파트"
55.67335510,12.392434,"Nordre Ringvej 97, 2600 Glostrup, Dänemark"
57.91717911,25.874489,"Piiri-Jeti, 68513 Valga County, Estonia"
50.13601685,5.049246,"Rue de Rochefort 595, 5572 Beauraing, Belgium"
42.23996735,12.930661,"Via Turanense, 17, 02026 Posticciola RI, Italy"
14.89700985,99.274681,"Unnamed Road, Tambon Khao Chot, Amphoe Si Sawat, Chang Wat Kanchanaburi 71220, Thailand"
42.62899399,24.952826,"607, 4370 Kalofer, Bulgaria"
13.50123405,102.743553,"Unnamed Road, Cambodia"
46.27579498,19.234011,"Borota, 5414, 6445 Hungary"
52.50974274,-0.648587,"Gretton Road, Corby, Northamptonshire NN17, UK"
-37.10865021,175.090942,"353-355 Gelling Road, Hunua 2583, Nowa Zelandia"
37.79109955,-77.150864,"186-222 Vessels Ln, Aylett, VA 23009, USA"
27.66280746,90.748291,"Unnamed Road, Bhutan"
52.14733124,6.701377,"Eibergsestraat 191, 7481 HJ Haaksbergen, Pays-Bas"
35.98984146,139.078598,"Japan, 〒368-0035 Saitama-ken, Chichibu-shi, Kamimachi, 2 Chome−7 県道73号線"
45.78603363,14.766352,"Kolenča vas 6, 1313 Struge, Slowenien"
52.66551208,-8.113932,"Unnamed Road, Co. Tipperary, Ireland"
61.45774078,74.656372,"Surgut - Nizhnevartovsk, Khanty-Mansiyskiy avtonomnyy okrug, Russia"
-28.62131310,-65.858101,"Unnamed Road, El Bañado, Catamarca, Argentina"
62.74104309,14.585127,"546, 840 40 Svenstavik, Sweden"
46.08805466,-118.910255,"US-12, Burbank, WA 99323, USA"
59.11420822,-2.551904,"Unnamed Road, Orkney, Orkney KW17 2AG, UK"
32.43285370,-115.270203,"Baja California 2, Ejido Guanajuato, Baja California, Mexico"
46.43567276,14.060746,"Trg Toneta Čufarja 1, 4270 Jesenice, Slovenia"
50.95903397,22.177559,"Marii Konopnickiej 36A, Kraśnik, Polska"
-25.85170555,31.364857,"MR1, Suazi"
48.51054001,19.307323,"2463, 962 25 Slatinské Lazy, Slovakia"
43.66051102,39.657867,"ulitsa Gaydara, 2, Sochi, Krasnodar Krai, Russia, 354000"
54.45563889,13.311022,"Pansevitz 4, 18569 Kluis, Germany"
66.03577423,15.067060,"Blå vägen, 920 66 Hemavan, Svezia"
42.97659683,140.669708,"114 Kozawa, Kyōwa-chō, Iwanai-gun, Hokkaidō 048-2142, Japan"
55.57033539,8.207061,"Blåvandvej 66, 6857 Blåvand, Denmark"
-41.11181259,174.867523,"3-5 Moray Place, Papakowhai, Porirua 5024, New Zealand"
64.29164886,-15.119166,"Þjóðvegur, Iceland"
51.14398956,3.040753,"Bekegemstraat 2-6, 8480 Ichtegem, Belgium"
46.01384735,4.008413,"377-661 Chemin des Sources, 42155 Ouches, France"
-19.97697639,26.160753,"A33, Botswana"
52.03829575,-8.615354,"N20, Co. Cork, Ireland"
45.01425171,26.040979,"Strada Pădurii, Boldeşti-Scăeni, Rumunia"
55.81773376,21.644562,"3213 42, Kuliai 90370, Litva"
61.59575653,25.885361,"Ylemmäistentie 520, 19600 Hartola, Finlande"
45.97935486,16.258268,"Črečan, 10380, Črečan, Croatie"
52.13084412,4.388995,"Backershagenlaan 7, 2243 AB Wassenaar, Reino da Holanda"
38.46760559,15.988469,"E45, 89025 Gioia Tauro, Reggio Calabria, Italy"
43.98513794,22.852757,"ulitsa \""Rositsa\"" 39-41, 3702 Vidin, Bulgaria"
58.54406738,22.849699,"Tagavere-Randküla, 94660 Saaremaa, Estonia"
57.20978928,25.041891,"Siguldas iela 1, Gauja National Park, Līgatne, Līgatnes pilsēta, LV-4110, Latvia"
11.31750965,105.387550,"Unnamed Road, Cambodia"
30.01890373,35.091778,"90, İsrail"
46.75566864,6.633285,"E25, 1432 Belmont-sur-Yverdon, Switzerland"
-33.47074127,149.767487,"Walang NSW 2795, Australia"
38.71284485,-2.313066,"Unnamed Road, 02314 Masegoso, Albacete, Spain"
-12.70187187,-44.382137,"Estr. p\/ Tábua, Baianópolis - BA, 47830-000, Brazílie"
47.01017380,18.376574,"8123 Soponya, 6301, Hungary"
16.99561882,99.953552,"Unnamed Road, Tambon Krai Nai, Amphoe Kong Krailat, Chang Wat Sukhothai 64170, Thailand"
49.79800034,14.866402,"113, 257 26 Divišov, Czech Republic"
4.75207090,-74.061798,"Calle 168 # 62-2 a 62-100, Bogotá, Cundinamarca, Colombia"
-31.65527344,18.713310,"N7, Vanrhynsdorp 8170, Afrique du Sud"
59.43965530,10.635503,"Per Sivles vei 19, 1511 Moss, Norway"
49.76611710,7.831509,"Friedhofstraße 4, 55585 Hochstätten, Germany"
40.09789276,-2.222620,"Calle Olmo, 5, 16190 Chillarón de Cuenca, Cuenca, Spain"
40.91178131,8.695342,"Strada Statale 200 dell'Anglona, 07031 Castelsardo SS, Italy"
2.78288198,101.800735,"362, 71900 Labu, Negeri Sembilan, Malaysia"
49.02439880,20.586040,"Nová 71-72, 054 01 Levoča, Słowacja"
54.72039413,25.226664,"Taikos gatvė 18, Wilno 05218, Litwa"
37.73522568,-76.509010,"26 Woodbrook Rd, Lancaster, VA 22503, USA"
56.61832428,25.824051,"P37, Aiviekstes pagasts, LV-5120, Łotwa"
52.23796463,17.004993,"DW431 5, 62-022, Polen"
60.90649414,16.726917,"Säbyggebyvägen 86, 816 31 Ockelbo, Sweden"
51.12544250,5.190546,"Heidehuizen 1, 2491 Balen, Belgium"
-20.85018921,27.149088,"A3, Botswana"
46.90059280,19.375057,"Szabadszállás, 5214, 6080 Ungarn"
13.82443810,104.357506,"Unnamed Road, Cambodia"
-26.02803230,31.199675,"MR1, Swaziland"
-38.29813004,175.145828,"1294-1370 State Highway, Te Kuiti 3985, Nowa Zelandia"
52.09973907,-2.933011,"A438, Hereford, Herefordshire HR4, UK"
37.60485458,127.060005,"137 Hwarang-ro 32-gil, Seongbuk-gu, Seoul, South Korea"
53.13431549,-6.460676,"Unnamed Road, Co. Wicklow, Ireland"
64.71215057,-14.399980,"Þjóðvegur, Iceland"
-2.89026594,-58.984100,"AM-010, Itacoatiara - AM, 69100-000, Brasilien"
-33.49530029,150.403305,"128 Mount Irvine Rd, Mount Wilson NSW 2786, Australien"
51.35180664,5.143310,"Pikoreistraat 3, 5541 NS Reusel, The Netherlands"
49.29639435,17.732687,"Hradská 306, 763 17 Lukov, Czech Republic"
47.29020691,26.820904,"DJ281C, Romania"
46.28122711,15.230078,"Gorica pri Šmartnem 22m, 3201 Šmartno v Rožni dolini, Slovenia"
59.40555573,24.805511,"Kuldala tee 4, Peetri, 75312 Harjumaa, Estonia"
-15.65590191,-74.088715,"Unnamed Road, Peru"
52.49187088,85.134384,"ulitsa Kutuzova, Biïsk, Kraï de l\'Altaï, Russie"
48.02836609,37.793392,"ulitsa Artema, 159, Donetsk, Donetsk Oblast, Ukraine"
17.51119423,104.059196,"Unnamed Road, Tambon Tha Ruea, Amphoe Na Wa, Chang Wat Nakhon Phanom 48180, Thailand"
47.42493057,8.379424,"E60, 8957 Spreitenbach, Switzerland"
65.34773254,26.661592,"18775 1680-1772, 93140 Pudasjärvi, Finlande"
41.09249115,23.923670,"Unnamed Road, Perichora 620 45, Greece"
4.57211924,-75.633659,"40QN, Salento, Quindío, Kolumbia"
45.44415283,17.186386,"Ul. Stjepana Širca 19, 34550, Prekopakra, Croatia"
45.22992325,2.420733,"Pons, 15380 Anglards-de-Salers, France"
-27.88146782,29.335831,"R722, South Africa"
54.92005539,11.315936,"Vigvejen, 4913 Horslunde, Denmark"
19.20094109,-98.872864,"Calle Río San Juan, Temamatla, State of Mexico, Mexico"
42.70099258,26.329659,"Unnamed Road, 8802 Sliven, Bulgaria"
39.86167145,25.057482,"Unnamed Road, Limnos 814 00, Greece"
-23.67411613,133.719070,"Unnamed Road, Burt Plain NT 0872, Australia"
-25.90452385,31.313219,"MR1, Suazi"
31.95982170,34.861401,"Eitan Street, Nir Cvi, Izrael"
49.61102295,35.541664,"E105, Kharkiv Oblast, Ukraine"
-41.33517456,173.097672,"238-272 Golden Hills Road, Brightwater 7091, New Zealand"
-46.24020767,-71.493973,"RP45, Santa Cruz, Argentina"
52.12020874,4.789817,"Meije 132-188, 2411 Bodegraven, Netherlands"
54.90497208,9.613877,"Brovej, 6320 Egernsund, Denmark"
49.97837448,17.163378,"11, 795 01 Stará Ves, Czech Republic"
1.57760465,104.183037,"5460, Lebuhraya Senai-desaru, 82200 Bandar Penawar, Johor, Malaysia"
7.65417290,-73.335884,"I-45A, La Esperanza, Kolumbia"
46.81372070,16.136312,"Otovci 19, 9202 Mačkovci, Slovenia"
50.44110107,5.709276,"Hameau de Stoqueu, 4920 Aywaille, Belgium"
12.75608540,103.444283,"Unnamed Road, Cambodja"
47.51273727,18.831871,"2071 Páty, Kossuth Street 15, Hungary"
56.27129364,14.753254,"Hemsjövägen 1533, 376 36 Svängsta, Suède"
63.74209595,-68.547180,"Akilliq, Iqaluit, NU, Canada"
1.27160096,103.620728,"150 Tuas South Ave 5, Singapore 637363"
45.97033310,1.408924,"Rue Victor Hugo, 87240 Ambazac, France"
37.56420135,127.034294,"South Korea, Seoul, Doseon-dong, 101 성동삼성쉐르빌"
45.45346451,14.890338,"D3, 51311, Skrad, Croatia"
17.09970474,101.479500,"Unnamed Road, Tambon Loei Wang Sai, Amphoe Phu Luang, Chang Wat Loei 42160, Thailand"
53.55101013,-7.411050,"Unnamed Road, Co. Westmeath, Ireland"
-30.16390419,28.683592,"Unnamed Road, Bellford, South Africa"
65.88184357,-17.433475,"Aðaldalsvegur, Islanda"
32.83405304,-16.911598,"219-221 W Homan St, Baytown, TX 77520, USA"
44.67507172,23.722523,"Unnamed Road, Văluța, Romania"
65.86947632,26.729174,"Syötteentie 27, 97700 Ranua, Finland"
42.14544678,27.230038,"Unnamed Road, Kirovo, Bulgaria"
54.57268143,17.493408,"Akacjowa, 76-231, Polska"
52.50797272,13.476312,"Tasdorfer Straße 36-37, 10365 Berlin, Niemcy"
41.33102798,-7.700401,"EM1231, 5000, Portugal"
-24.65747452,25.963800,"Maaloso, Gaborone, Botswana"
47.34276581,8.601733,"8125, Szwajcaria"
59.91134644,71.165916,"R404, Khanty-Mansiyskiy avtonomnyy okrug, Russia, 628327"
-45.18393326,-72.598671,"Unnamed Road, Aysén, XI Región, Chile"
56.62951660,21.294771,"P112, Tadaiķi parish, LV-3452, Latvia"
21.00825691,-89.574287,"Calle 25ᶜ, La Florida, 97138 Merida, Yucatan, Mexico"
55.86947632,23.209541,"Pamiškės gatvė, Motaičiai 80179, Lituanie"
62.76212311,8.533157,"Rv70 320, 6620 Ålvundeid, Norway"
57.61791611,-3.705751,"Unnamed Road, Forres, Moray IV36 2TL, UK"
48.39529419,17.438972,"504004, 919 01 Dlhá, Slovakia"
39.25313187,9.326392,"Via fra Ponti, 09044 Quartucciu CA, Italia"
52.71321106,-0.745819,"19 Whissendine Road, Ashwell, Oakham, Rutland LE15 7LT, UK"
54.65028381,23.112103,"5110 40, Gudeliai 70199, Lithuania"
61.50436020,24.782000,"14229 12-144, 36880 Kangasala, Finland"
52.60941315,13.323554,"Gutachstraße 8, 13469 Berlin, Germany"
49.48051834,15.787534,"34822, 588 13 Polná, Czech Republic"
37.55912399,126.838921,"674-1 Deungchon-dong, Gangseo-gu, Séoul, Corée du Sud"
-33.01150513,27.674707,"R346, Republika Południowej Afryki"
53.72327805,-7.447762,"Unnamed Road, Co. Westmeath, Ireland"
51.18840408,32.175797,"М02, Чернігівська область, Україна"
-46.21980667,168.676208,"915 Cross Road, Pebbly Hill 9872, New Zealand"
55.46077347,8.676708,"Darumvej 70, 6740 Bramming, Danemark"
55.06234741,74.933800,"P-254, Omskaya oblast', Russia"
38.90952301,23.324722,"EO Chalkidas Edipsou, Kerasia 340 10, Grèce"
2.77900910,101.469421,"5, 42700 Banting, Selangor, Malaysia"
46.90727234,9.863383,"Günscharüel, 7247 Klosters-Serneus, Switzerland"
61.48575211,16.936184,"664, 825 96 Enånger, スウェーデン"
45.23656464,15.376019,"D23, 47264, Kamenica Skradnička, Croatia"
45.78044128,11.908622,"Via Castellana, 30, 31011 Asolo Treviso, Italy"
-47.27962494,-71.475098,"RP41, Santa Cruz, Argentina"
46.02725601,14.346210,"Brezje pri Dobrovi 17, 1356 Dobrova, Slovenia"
12.29092407,105.750305,"Unnamed Road, Cambodia"
52.02669144,4.353344,"Zwaluwsingel 13, 2289 EP Rijswijk, The Netherlands"
50.54687500,3.857358,"Rue de Bauffe 5-17, 7050 Jurbise, Belgium"
-26.49639511,31.295734,"King Mswati III Avenue West, Matsapha, Swaziland"
-19.70080757,22.021978,"Unnamed Road, Botswana"
57.31222916,25.648300,"E77, Rauna parish, LV-4131, Lettonie"
-40.90985870,147.682404,"Gunnston, 2828 Waterhouse Rd, Waterhouse TAS 7262, Australia"
27.52182770,89.747543,"Thimphu-Wangdue Phodrang Hwy, Bhutan"
58.33944321,26.725042,"Jalaka 64, 50105 Tartu, Estonia"
43.01473999,23.474178,"161, 2152 Rashkovo, Bulgaria"
46.36901093,18.136969,"7200 Dombóvár, Báthori Street 1, Węgry"
46.51159668,23.661295,"DN75, Romania"
68.73543549,16.947844,"Riksveg 848 80, 9450 Hamnvik, Norway"
47.90674210,18.211271,"64 8-26, 947 03 Hurbanovo-Pavlov Dvor, Słowacja"
45.58884430,-84.572914,"4155-4285 Riggsville Rd, Cheboygan, MI 49721, Stany Zjednoczone"
65.30491638,-20.907316,"Miðfjarðarvegur, Iceland"
54.11185455,15.728863,"78-113 Świelubie, Polska"
2.50096297,-60.883038,"BR-174, Boa Vista - RR, Brazil"
48.60364151,-2.257051,"27 Rue ville Pichet, 22380 Saint-Cast-le-Guildo, Francja"
24.61393166,-101.373596,"Saltillo - Zacatecas, Pozo Colorado, Zacatecas, Mexico"
32.97833252,35.355556,"Unnamed Road, Beit Jann, اسرائیل"
4.66821480,-73.977371,"I-50 # 99, La Calera, Cundinamarca, Kolumbia"
46.00398254,15.173377,"738, 8297 Šentjanž, Slovénie"
37.27977753,14.978592,"SS194, 96016 Lentini Prowincja Syrakuzy, Włochy"
24.90000343,55.046803,Unnamed Road - Dubai - United Arab Emirates
-46.28886032,168.250839,"292 Argyle-Otahuti Road, Waianiwa 9874, New Zealand"
-37.73076630,140.694107,"280 Dartboogie Rd, Wandilo SA 5291, Australia"
50.75102615,15.318716,"Ve Sladké Díře, 468 61 Desná, Czech Republic"
60.49793243,72.609047,"Tyumen' - Pyt'-Yakh, Khanty-Mansiyskiy avtonomnyy okrug, Russia, 628380"
47.99661636,17.282656,"Pri hrádzi 16, 931 01 Šamorín-Čilistov, Słowacja"
55.88812256,21.274057,"Vytauto gatvė 120, Kretinga 97133, Lithuania"
51.81807327,21.953800,"Unnamed Road, Polska"
3.01219511,101.451424,"11-17, Jalan Sri Mersing 23, Taman Sri Andalas, 41200 Klang, Selangor, Malaysia"
-11.15110302,-76.624390,"1NC, Pérou"
-23.19493484,28.296227,"N11, South Africa"
37.98846817,22.531940,"Epar.Od. Xilokastrou - Mannas 209, Panariti 202 00, Greece"
43.59922028,27.480412,"27, 9379 Vladimirovo, Bulgaria"
64.94818878,25.547855,"Tulipiipuntie 10, 90420 Oulu, Finland"
11.43469906,105.373146,"Unnamed Road, Cambodia"
47.50183487,18.611591,"2060 Bicske, 1, Węgry"
45.04608917,28.614136,"DN22A, Nalbant, Romania"
43.03525162,-7.409763,"LU-P-2917, 20, 27127 Barredo, Lugo, Spain"
46.50491333,-87.164978,"101-375 Shot Point Dr, Marquette, MI 49855, USA"
64.69209290,21.239317,"Vintergatan 25, 932 32 Skellefteå, Suecia"
-26.87456703,31.596979,"MR14, Sithobela, Suazi"
65.76812744,-21.700106,"Strandavegur, Islande"
58.35759354,26.625479,"Tartu–Viljandi–Kilingi-Nõmme, Haage, 61402 Comté de Tartu, Estonie"
52.70069504,-6.267129,"R772, Co. Wexford, Ireland"
53.14714432,-4.199483,"3 Ffordd Minffordd, Llanrug, Caernarfon LL55 4PE, Yhdistynyt kuningaskunta"
70.00166321,29.212105,"E6 110, 9840 Varangerbotn, Norway"
-39.88848114,-65.882202,"RP4, Río Negro, Argentina"
50.93070221,5.455665,"Steenakkerstraat 94-120, 3590 Diepenbeek, Belgium"
-19.17506218,23.751268,"Unnamed Road, Botswana"
46.08849716,3.443697,"27 Rue de la Gare, 03270 Hauterive, Francja"
52.01156998,4.586602,"Goudsbloemstraat 8, 2761 GN Zevenhuizen, The Netherlands"
39.07997131,-8.446593,"Unnamed Road, 2100, Portugal"
52.40688705,9.660364,"Hogrefestraße 8, 30419 Hanower, Niemcy"
